ID,Case Number,Date,Block,IUCR,Primary Type,Description,Location Description,Arrest,Domestic,Beat,District,Ward,Community Area,FBI Code,X Coordinate,Y Coordinate,Year,Updated On,Latitude,Longitude,Location
12259722,JE101433,12/29/20 0:00,023XX W 80TH PL,0820,THEFT,$500 AND UNDER,RESIDENCE,FALSE,FALSE,0835,008,18,70,06,1162249,1851222,2020,1/6/21 15:39,41.74741025,-87.68104928,POINT (-87.681049276 41.747410246)
12280449,JE125689,12/29/20 0:00,014XX N LAVERGNE AVE,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,RESIDENCE,FALSE,FALSE,2533,025,37,25,11,1142773,1909176,2020,1/30/21 15:39,41.90682767,-87.75097654,POINT (-87.75097654 41.906827672)
12256334,JD472263,12/29/20 0:00,011XX W HOLLYWOOD AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,FALSE,TRUE,2022,020,48,77,08B,1167669,1938019,2020,1/5/21 15:40,41.98547391,-87.6586893,POINT (-87.6586893 41.985473908)
12256186,JD472163,12/28/20 23:58,103XX S TORRENCE AVE,0860,THEFT,RETAIL THEFT,RESTAURANT,FALSE,FALSE,0434,004,10,51,06,1195508,1836950,2020,1/4/21 15:40,41.70749012,-87.55965033,POINT (-87.559650325 41.707490122)
12256089,JD472164,12/28/20 23:52,042XX S CALUMET AVE,2820,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,FALSE,FALSE,0213,002,3,38,08A,1179137,1877019,2020,1/4/21 15:40,41.81783179,-87.61838103,POINT (-87.61838103 41.817831788)
12256077,JD472153,12/28/20 23:32,027XX W 45TH ST,143A,WEAPONS VIOLATION,UNLAWFUL POSSESSION - HANDGUN,STREET,TRUE,FALSE,0922,009,15,58,15,1159037,1874715,2020,1/4/21 15:40,41.81194459,-87.6921772,POINT (-87.692177195 41.811944588)
12286562,JE133242,12/28/20 23:30,065XX S FRANCISCO AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,FALSE,FALSE,0831,008,17,66,07,1158172,1861162,2020,2/9/21 15:39,41.77477097,-87.69571872,POINT (-87.695718719 41.774770965)
12256953,JD473177,12/28/20 23:30,075XX S INGLESIDE AVE,0620,BURGLARY,UNLAWFUL ENTRY,RESIDENCE,FALSE,FALSE,0624,006,8,69,05,1183866,1855254,2020,1/4/21 15:40,41.75799748,-87.60171321,POINT (-87.601713213 41.75799748)
12261391,JE103399,12/28/20 23:30,015XX S WABASH AVE,0560,ASSAULT,SIMPLE,APARTMENT,FALSE,FALSE,0131,001,3,33,08A,1177014,1892855,2020,1/7/21 15:40,41.86133518,-87.62569018,POINT (-87.625690175 41.861335178)
12256462,JD472565,12/28/20 23:30,122XX S LAFAYETTE AVE,0810,THEFT,OVER $500,STREET,FALSE,FALSE,0523,005,9,53,06,1178134,1823757,2020,1/4/21 15:40,41.67169735,-87.62367164,POINT (-87.623671635 41.671697348)
12256085,JD472118,12/28/20 23:30,002XX W 112TH ST,041A,BATTERY,AGGRAVATED - HANDGUN,STREET,FALSE,FALSE,0522,005,34,49,04B,1176742,1830671,2020,1/4/21 15:40,41.69070177,-87.62855932,POINT (-87.628559316 41.690701768)
12256957,JD472834,12/28/20 23:30,055XX W JACKSON BLVD,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,APARTMENT,FALSE,TRUE,1522,015,29,25,26,1139563,1898123,2020,1/4/21 15:40,41.87655607,-87.76303823,POINT (-87.763038226 41.876556066)
12256057,JD472139,12/28/20 23:23,064XX S TROY ST,1477,WEAPONS VIOLATION,RECKLESS FIREARM DISCHARGE,STREET,FALSE,FALSE,0823,008,17,66,15,1156497,1861673,2020,1/4/21 15:40,41.77620714,-87.70184531,POINT (-87.701845312 41.776207139)
12257067,JD473252,12/28/20 23:23,072XX S RIDGELAND AVE,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,RESIDENCE,FALSE,TRUE,0324,003,7,43,26,1189128,1857152,2020,1/4/21 15:40,41.76308134,-87.58236811,POINT (-87.582368111 41.763081338)
12256063,JD472135,12/28/20 23:21,031XX S MILLARD AVE,1477,WEAPONS VIOLATION,RECKLESS FIREARM DISCHARGE,STREET,TRUE,FALSE,1032,010,22,30,15,1152537,1883481,2020,1/4/21 15:40,41.83613026,-87.71578812,POINT (-87.715788115 41.83613026)
12256067,JD472151,12/28/20 23:18,023XX W DEVON AVE,1811,NARCOTICS,POSSESS - CANNABIS 30 GRAMS OR LESS,STREET,TRUE,FALSE,2413,024,50,2,18,1159398,1942427,2020,1/4/21 15:40,41.99774437,-87.68898746,POINT (-87.688987457 41.997744374)
12256157,JD472175,12/28/20 23:15,003XX E 76TH ST,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,FALSE,TRUE,0623,006,6,69,14,1179935,1854699,2020,1/4/21 15:40,41.75656534,-87.61613673,POINT (-87.616136728 41.756565336)
12256399,JD472323,12/28/20 23:15,079XX S CHRISTIANA AVE,0460,BATTERY,SIMPLE,RESIDENCE - YARD (FRONT / BACK),FALSE,FALSE,0834,008,18,70,08B,1155425,1851805,2020,1/4/21 15:40,41.74914933,-87.70603903,POINT (-87.706039034 41.74914933)
12256154,JD472141,12/28/20 23:15,010XX N DEARBORN ST,1330,CRIMINAL TRESPASS,TO LAND,RESIDENCE - GARAGE,FALSE,FALSE,1824,018,2,8,26,1175747,1907343,2020,1/4/21 15:40,41.90111966,-87.62990513,POINT (-87.629905129 41.901119656)
12258606,JD472132,12/28/20 23:10,034XX W CORTLAND ST,031A,ROBBERY,ARMED - HANDGUN,SIDEWALK,FALSE,FALSE,1422,014,1,22,03,1153067,1912412,2020,1/4/21 15:40,41.91550955,-87.71307618,POINT (-87.713076178 41.915509546)
12256109,JD472142,12/28/20 23:10,054XX N EAST RIVER RD,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,FALSE,TRUE,1614,016,41,76,08B,1116632,1934894,2020,1/4/21 15:40,41.97784823,-87.84646896,POINT (-87.84646896 41.977848233)
12256108,JD472156,12/28/20 23:04,050XX N NAGLE AVE,0560,ASSAULT,SIMPLE,RESIDENCE,FALSE,TRUE,1622,016,45,11,08A,1132561,1933169,2020,1/4/21 15:40,41.97285129,-87.78792932,POINT (-87.787929321 41.972851288)
12257213,JD473301,12/28/20 23:00,025XX S CHRISTIANA AVE,2826,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,RESIDENCE,FALSE,FALSE,1024,010,12,30,26,1154437,1886933,2020,1/4/21 15:40,41.84556527,-87.70872417,POINT (-87.708724165 41.845565271)
12257551,JD473754,12/28/20 23:00,048XX N WINCHESTER AVE,0810,THEFT,OVER $500,STREET,FALSE,FALSE,2032,020,47,4,06,1162542,1932094,2020,1/4/21 15:40,41.96932475,-87.67771279,POINT (-87.677712791 41.969324746)
12256155,JD472161,12/28/20 23:00,015XX W WILSON AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,FALSE,TRUE,1912,019,47,3,08B,1165127,1930629,2020,1/4/21 15:40,41.96525005,-87.66824958,POINT (-87.668249584 41.965250054)
12256533,JD472608,12/28/20 23:00,013XX W FULLERTON AVE,0320,ROBBERY,STRONG ARM - NO WEAPON,PARKING LOT / GARAGE (NON RESIDENTIAL),FALSE,FALSE,1932,019,2,7,03,1166755,1916056,2020,1/4/21 15:40,41.92522624,-87.66268307,POINT (-87.662683065 41.925226238)
12256062,JD472131,12/28/20 22:53,070XX N WESTERN AVE,1812,NARCOTICS,POSSESS - CANNABIS MORE THAN 30 GRAMS,PARKING LOT / GARAGE (NON RESIDENTIAL),TRUE,FALSE,2411,024,50,2,18,1159045,1946558,2020,1/4/21 15:40,42.00908726,-87.69017186,POINT (-87.690171862 42.009087258)
12256078,JD472150,12/28/20 22:51,077XX S WABASH AVE,0460,BATTERY,SIMPLE,RESIDENCE - GARAGE,FALSE,FALSE,0623,006,6,69,08B,1178053,1853761,2020,1/4/21 15:40,41.7540342,-87.62306223,POINT (-87.623062231 41.754034203)
12256137,JD472130,12/28/20 22:50,102XX S PRINCETON AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,FALSE,FALSE,0511,005,9,49,14,1176100,1836850,2020,1/4/21 15:40,41.70767224,-87.63072517,POINT (-87.630725166 41.707672235)
12256096,JD472133,12/28/20 22:45,073XX S EMERALD AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,FALSE,TRUE,0732,007,6,68,08B,1172573,1856125,2020,1/4/21 15:40,41.76064371,-87.64307502,POINT (-87.643075018 41.760643708)
12256072,JD472124,12/28/20 22:44,066XX S WESTERN AVE,0860,THEFT,RETAIL THEFT,GAS STATION,FALSE,FALSE,0832,008,16,66,06,1161519,1860468,2020,1/4/21 15:40,41.77279778,-87.68346828,POINT (-87.683468276 41.77279778)
12256459,JD472123,12/28/20 22:33,079XX S INGLESIDE AVE,0850,THEFT,ATTEMPT THEFT,APARTMENT,FALSE,FALSE,0624,006,8,44,06,1183939,1852575,2020,1/4/21 15:40,41.75064433,-87.60152919,POINT (-87.601529193 41.750644328)
12263519,JD473516,12/28/20 22:30,023XX W 21ST PL,051A,ASSAULT,AGGRAVATED - HANDGUN,STREET,FALSE,FALSE,1234,012,25,31,04A,1161098,1889683,2020,1/13/21 15:39,41.85297602,-87.6842026,POINT (-87.684202597 41.852976018)
12256073,JD472136,12/28/20 22:16,115XX S HALSTED ST,143A,WEAPONS VIOLATION,UNLAWFUL POSSESSION - HANDGUN,GAS STATION,TRUE,FALSE,0524,005,34,53,15,1173048,1828494,2020,1/4/21 15:40,41.68480988,-87.64214721,POINT (-87.642147208 41.684809877)
12256116,JD472116,12/28/20 22:14,022XX W 21ST PL,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,FALSE,FALSE,1234,012,25,31,14,1161833,1889698,2020,1/4/21 15:40,41.8530019,-87.68150449,POINT (-87.681504488 41.8530019)
25692,JD472075,12/28/20 22:11,083XX S KERFOOT AVE,0110,HOMICIDE,FIRST DEGREE MURDER,APARTMENT,TRUE,FALSE,0622,006,21,71,01A,1173146,1849442,2020,9/19/22 15:41,41.74229207,-87.641172,POINT (-87.641172 41.742292072)
12257439,JD473815,12/28/20 22:03,006XX E 83RD PL,2826,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,RESIDENCE,FALSE,TRUE,0632,006,6,44,26,1181917,1849757,2020,1/4/21 15:40,41.74295838,-87.60902561,POINT (-87.609025607 41.74295838)
12256365,JD472125,12/28/20 22:01,003XX E ERIE ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,PARKING LOT / GARAGE (NON RESIDENTIAL),FALSE,TRUE,1834,018,42,8,08B,1178627,1904854,2020,1/4/21 15:40,41.89422444,-87.61940286,POINT (-87.619402855 41.894224442)
12259842,JE101570,12/28/20 22:00,036XX N OVERHILL AVE,0810,THEFT,OVER $500,STREET,FALSE,FALSE,1631,016,38,17,06,1123993,1923548,2020,1/6/21 15:39,41.9465955,-87.8196484,POINT (-87.819648403 41.946595497)
12256188,JD472112,12/28/20 22:00,023XX W WAVELAND AVE,031A,ROBBERY,ARMED - HANDGUN,STREET,FALSE,FALSE,1921,019,47,5,03,1160213,1924517,2020,1/4/21 15:40,41.94858165,-87.68648683,POINT (-87.686486834 41.948581645)
12257128,JD473357,12/28/20 22:00,052XX N BERNARD ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,FALSE,FALSE,1712,017,39,13,14,1152447,1934508,2020,1/4/21 15:40,41.97615489,-87.71476818,POINT (-87.714768176 41.976154891)
12256842,JD472989,12/28/20 22:00,103XX S AVENUE L,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,RESIDENCE,FALSE,FALSE,0432,004,10,52,26,1201831,1837011,2020,1/4/21 15:40,41.70749929,-87.53649388,POINT (-87.536493875 41.707499286)
12256148,JD472228,12/28/20 22:00,038XX S WABASH AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,FALSE,FALSE,0213,002,3,35,14,1177361,1879484,2020,1/4/21 15:40,41.82463632,-87.62482133,POINT (-87.624821325 41.824636319)
12256017,JD472110,12/28/20 21:50,066XX S ROCKWELL ST,2826,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,RESIDENCE,FALSE,TRUE,0831,008,17,66,26,1160183,1860571,2020,1/4/21 15:40,41.77310803,-87.6883629,POINT (-87.688362897 41.773108025)
12256079,JD472143,12/28/20 21:47,082XX S CHAMPLAIN AVE,0460,BATTERY,SIMPLE,STREET,FALSE,FALSE,0631,006,6,44,08B,1181999,1850537,2020,1/4/21 15:40,41.74509689,-87.60870109,POINT (-87.608701092 41.745096892)
12257081,JD472418,12/28/20 21:40,119XX S STATE ST,2820,OTHER OFFENSE,TELEPHONE THREAT,OTHER (SPECIFY),FALSE,TRUE,0522,005,9,53,08A,1178405,1825639,2020,1/4/21 15:40,41.67685572,-87.62262297,POINT (-87.622622972 41.676855715)
12256338,JD472337,12/28/20 21:35,051XX W WABANSIA AVE,0820,THEFT,$500 AND UNDER,STREET,FALSE,FALSE,2533,025,37,25,06,1141900,1910821,2020,1/4/21 15:40,41.91135796,-87.75414267,POINT (-87.754142668 41.911357955)
12256071,JD472104,12/28/20 21:26,024XX E 87TH ST,2011,NARCOTICS,MANUFACTURE / DELIVER - BARBITURATES,STREET,TRUE,FALSE,0423,004,7,48,18,1193737,1847760,2020,1/4/21 15:40,41.73719727,-87.56578269,POINT (-87.565782688 41.737197268)
12256076,JD472092,12/28/20 21:15,115XX S PERRY AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,STREET,FALSE,FALSE,0522,005,34,53,14,1177649,1828320,2020,1/4/21 15:40,41.68422986,-87.62530949,POINT (-87.625309487 41.684229864)
12256200,JD472081,12/28/20 21:13,106XX S AVENUE M,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,FALSE,TRUE,0432,004,10,52,14,1201520,1834948,2020,1/4/21 15:40,41.70184613,-87.53770253,POINT (-87.537702531 41.701846131)
12257546,JD473259,12/28/20 21:10,013XX E 53rd st,0860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,FALSE,FALSE,0234,002,4,41,06,1185977,1870393,2020,1/4/21 15:40,41.79949066,-87.59349938,POINT (-87.593499384 41.799490663)
12256519,JD472077,12/28/20 21:08,019XX N WESTERN AVE,0460,BATTERY,SIMPLE,CTA TRAIN,FALSE,FALSE,1434,014,32,22,08B,1160061,1912686,2020,1/4/21 15:40,41.91611975,-87.68737321,POINT (-87.687373212 41.916119748)
12256741,JD472094,12/28/20 21:05,089XX S DORCHESTER AVE,0326,ROBBERY,AGGRAVATED VEHICULAR HIJACKING,STREET,FALSE,FALSE,0413,004,8,48,03,1187018,1845806,2020,1/4/21 15:40,41.73199709,-87.59046056,POINT (-87.590460556 41.731997089)
12256640,JD472767,12/28/20 21:00,003XX W 60TH ST,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,FALSE,FALSE,0711,007,20,68,07,1174915,1865162,2020,1/4/21 15:40,41.78539036,-87.63422228,POINT (-87.634222283 41.785390363)
12256037,JD472091,12/28/20 21:00,024XX W DEVON AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,FALSE,FALSE,2412,024,50,2,07,1159072,1942417,2020,1/4/21 15:40,41.99772366,-87.69018697,POINT (-87.690186971 41.997723659)
12256474,JD472305,12/28/20 21:00,054XX S ELLIS AVE,031A,ROBBERY,ARMED - HANDGUN,SIDEWALK,FALSE,FALSE,0233,002,5,41,03,1183866,1869676,2020,1/4/21 15:40,41.79757275,-87.60126326,POINT (-87.601263259 41.797572754)
12256578,JD472627,12/28/20 21:00,007XX E 133RD ST,0820,THEFT,$500 AND UNDER,,FALSE,FALSE,0533,005,9,54,06,,,2020,1/4/21 15:40,,,
12257122,JD473370,12/28/20 21:00,063XX N INDIAN RD,1320,CRIMINAL DAMAGE,TO VEHICLE,RESIDENCE,FALSE,FALSE,1611,016,39,10,14,1134086,1941377,2020,1/4/21 15:40,41.99534799,-87.78212724,POINT (-87.78212724 41.99534799)
12263968,JE106046,12/28/20 21:00,053XX N CHRISTIANA AVE,0810,THEFT,OVER $500,STREET,FALSE,FALSE,1712,017,39,13,06,1153086,1935334,2020,1/10/21 15:39,41.9784088,-87.71239629,POINT (-87.71239629 41.978408798)
12255989,JD472069,12/28/20 20:55,051XX W GRACE ST,051A,ASSAULT,AGGRAVATED - HANDGUN,RESIDENCE,FALSE,FALSE,1634,016,45,15,04A,1141388,1924777,2020,1/4/21 15:40,41.94966411,-87.75567819,POINT (-87.755678189 41.949664114)
12256090,JD472162,12/28/20 20:51,014XX S SPAULDING AVE,0326,ROBBERY,AGGRAVATED VEHICULAR HIJACKING,STREET,FALSE,FALSE,1022,010,24,29,03,1154599,1892818,2020,1/4/21 15:40,41.86171115,-87.70797235,POINT (-87.707972346 41.861711152)
12255969,JD472063,12/28/20 20:50,012XX N KILDARE AVE,0820,THEFT,$500 AND UNDER,APARTMENT,FALSE,FALSE,2534,025,37,23,06,1147479,1908077,2020,1/4/21 15:40,41.90372293,-87.7337175,POINT (-87.7337175 41.90372293)
12256504,JD472415,12/28/20 20:50,025XX W 62ND ST,0620,BURGLARY,UNLAWFUL ENTRY,RESIDENCE - GARAGE,FALSE,FALSE,0825,008,16,66,05,1160301,1863456,2020,1/4/21 15:40,41.78102244,-87.68785095,POINT (-87.687850954 41.781022442)
12256103,JD472072,12/28/20 20:49,073XX S STEWART AVE,0650,BURGLARY,HOME INVASION,,FALSE,FALSE,0731,007,6,69,05,,,2020,1/4/21 15:40,,,
12256029,JD472090,12/28/20 20:45,026XX N LINCOLN AVE,0820,THEFT,$500 AND UNDER,STREET,FALSE,FALSE,1935,019,43,7,06,1168666,1917933,2020,1/4/21 15:40,41.93033559,-87.65560668,POINT (-87.65560668 41.930335593)
12256011,JD472095,12/28/20 20:44,0000X W 101ST ST,143A,WEAPONS VIOLATION,UNLAWFUL POSSESSION - HANDGUN,STREET,TRUE,FALSE,0511,005,9,49,15,1177620,1837998,2020,1/4/21 15:40,41.71078834,-87.62512433,POINT (-87.625124334 41.710788337)
12255948,JD472042,12/28/20 20:40,034XX W FLOURNOY ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,FALSE,TRUE,1133,011,24,27,08B,1153573,1896820,2020,1/4/21 15:40,41.87271353,-87.71163225,POINT (-87.711632245 41.872713527)
12256007,JD472058,12/28/20 20:40,046XX S PRAIRIE AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,SIDEWALK,FALSE,TRUE,0215,002,3,38,14,1178822,1874295,2020,1/4/21 15:40,41.81036409,-87.61961953,POINT (-87.619619528 41.810364089)
12255975,JD472060,12/28/20 20:40,049XX N AVERS AVE,031A,ROBBERY,ARMED - HANDGUN,ALLEY,FALSE,FALSE,1712,017,39,14,03,1149820,1932619,2020,1/4/21 15:40,41.971023,-87.72447813,POINT (-87.724478132 41.971022998)
12256013,JD472085,12/28/20 20:40,034XX W OGDEN AVE,143A,WEAPONS VIOLATION,UNLAWFUL POSSESSION - HANDGUN,STREET,FALSE,FALSE,1021,010,24,29,15,1153538,1890611,2020,1/4/21 15:40,41.85567603,-87.71192575,POINT (-87.711925752 41.855676033)
12256958,JD473150,12/28/20 20:38,026XX S INDIANA AVE,2826,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,,FALSE,FALSE,0133,001,4,35,26,,,2020,1/23/21 15:39,,,
12256036,JD472078,12/28/20 20:32,069XX S THROOP ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE - PORCH / HALLWAY,FALSE,TRUE,0734,007,6,67,08B,1168857,1858749,2020,1/4/21 15:40,41.76792532,-87.65661865,POINT (-87.65661865 41.76792532)
12255999,JD472057,12/28/20 20:32,0000X W 87TH ST,0860,THEFT,RETAIL THEFT,GROCERY FOOD STORE,TRUE,FALSE,0634,006,21,44,06,1176822,1847277,2020,1/4/21 15:40,41.73626912,-87.62776824,POINT (-87.627768243 41.736269116)
12256042,JD472102,12/28/20 20:30,075XX N PAULINA ST,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,FALSE,FALSE,2422,024,49,1,07,1163690,1950023,2020,1/4/21 15:40,42.01849825,-87.67298323,POINT (-87.672983233 42.018498254)
12262809,JD472564,12/28/20 20:30,023XX S SAWYER AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,FALSE,FALSE,1024,010,12,30,14,1155062,1888278,2020,1/9/21 15:39,41.84924361,-87.70639443,POINT (-87.706394429 41.849243612)
12256049,JD472097,12/28/20 20:23,048XX W ARMITAGE AVE,0470,PUBLIC PEACE VIOLATION,RECKLESS CONDUCT,STREET,TRUE,FALSE,2522,025,36,19,24,1143501,1912853,2020,1/4/21 15:40,41.91690416,-87.74821012,POINT (-87.748210117 41.916904161)
12255981,JD472046,12/28/20 20:20,054XX S INGLESIDE AVE,0820,THEFT,$500 AND UNDER,APARTMENT,FALSE,TRUE,0233,002,5,41,06,1183454,1869523,2020,1/4/21 15:40,41.79716253,-87.60277887,POINT (-87.602778874 41.797162528)
12255997,JD472066,12/28/20 20:17,039XX W THOMAS ST,2092,NARCOTICS,SOLICIT NARCOTICS ON PUBLIC WAY,STREET,TRUE,FALSE,1112,011,37,23,18,1150006,1907053,2020,1/4/21 15:40,41.90086413,-87.72446186,POINT (-87.724461856 41.900864127)
12256040,JD472055,12/28/20 20:16,026XX W 84TH PL,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,FALSE,TRUE,0835,008,18,70,08B,1160162,1848566,2020,1/4/21 15:40,41.74016493,-87.6887696,POINT (-87.688769597 41.740164925)
12256046,JD472079,12/28/20 20:15,005XX N OAKLEY BLVD,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,FALSE,TRUE,1221,012,26,24,08B,1160976,1903601,2020,1/4/21 15:40,41.89117084,-87.6842641,POINT (-87.684264099 41.891170839)
12256773,JD472760,12/28/20 20:05,060XX N MENARD AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,FALSE,FALSE,1611,016,39,11,11,1136598,1939819,2020,1/4/21 15:40,41.99102797,-87.7729242,POINT (-87.772924201 41.991027971)
12256045,JD472034,12/28/20 20:05,024XX W VAN BUREN ST,0326,ROBBERY,AGGRAVATED VEHICULAR HIJACKING,STREET,TRUE,FALSE,1125,011,27,28,03,1159945,1898091,2020,3/7/21 15:39,41.87607224,-87.68820259,POINT (-87.688202586 41.876072243)
12256623,JD472725,12/28/20 20:00,005XX W 95TH ST,1320,CRIMINAL DAMAGE,TO VEHICLE,RESIDENCE,FALSE,FALSE,2223,022,21,73,14,1174193,1841887,2020,1/4/21 15:40,41.72153697,-87.63755958,POINT (-87.637559575 41.721536966)
12256211,JD472264,12/28/20 20:00,014XX W 73RD PL,2820,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,FALSE,TRUE,0734,007,17,67,08A,1167582,1855995,2020,1/4/21 15:40,41.76039541,-87.66137097,POINT (-87.661370971 41.760395412)
12256245,JD472330,12/28/20 20:00,059XX N KENMORE AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,FALSE,FALSE,2022,020,48,77,14,1168170,1939561,2020,1/4/21 15:40,41.98969435,-87.65680187,POINT (-87.656801867 41.989694347)
12258905,JE100549,12/28/20 20:00,031XX N HAMLIN AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,FALSE,TRUE,2523,025,30,21,08B,1150618,1920762,2020,1/6/21 15:39,41.93847092,-87.72185488,POINT (-87.721854876 41.93847092)
12256058,JD472040,12/28/20 20:00,011XX S CANAL ST,0860,THEFT,RETAIL THEFT,GROCERY FOOD STORE,TRUE,FALSE,0124,001,25,28,06,1173303,1895451,2020,1/4/21 15:40,41.86854191,-87.63923536,POINT (-87.639235361 41.868541914)
12256174,JD472240,12/28/20 20:00,033XX W DOUGLAS BLVD,0560,ASSAULT,SIMPLE,APARTMENT,FALSE,TRUE,1021,010,24,29,08A,1154129,1893089,2020,1/4/21 15:40,41.86246419,-87.70969042,POINT (-87.709690419 41.862464188)
12256031,JD472048,12/28/20 20:00,077XX S SOUTH CHICAGO AVE,2011,NARCOTICS,MANUFACTURE / DELIVER - BARBITURATES,STREET,TRUE,FALSE,0411,004,5,43,18,1187329,1853831,2020,1/4/21 15:40,41.75401112,-87.58906698,POINT (-87.589066982 41.754011117)
12257252,JD472393,12/28/20 20:00,022XX W TAYLOR ST,0610,BURGLARY,FORCIBLE ENTRY,RESTAURANT,FALSE,FALSE,1225,012,28,28,05,1161399,1895532,2020,1/4/21 15:40,41.86902,-87.6829352,POINT (-87.682935198 41.869019997)
12256238,JD472317,12/28/20 20:00,049XX N NORDICA AVE,0820,THEFT,$500 AND UNDER,STREET,FALSE,FALSE,1613,016,41,10,06,1128607,1932470,2020,1/4/21 15:40,41.97100132,-87.80248521,POINT (-87.802485213 41.971001315)
12255955,JD472051,12/28/20 20:00,037XX W PIPPIN ST,4387,OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,RESIDENCE,FALSE,TRUE,0833,008,18,70,26,1152828,1853412,2020,1/4/21 15:40,41.75361077,-87.71551328,POINT (-87.715513275 41.75361077)
12255911,JD472014,12/28/20 19:58,026XX N HARDING AVE,2826,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,APARTMENT,FALSE,TRUE,2524,025,31,22,26,1149605,1917222,2020,1/4/21 15:40,41.92877663,-87.72567013,POINT (-87.725670126 41.928776625)
12258406,JD474525,12/28/20 19:51,018XX W MELROSE ST,0820,THEFT,$500 AND UNDER,RESIDENCE - PORCH / HALLWAY,FALSE,FALSE,1922,019,47,5,06,1163471,1921608,2020,1/4/21 15:40,41.9405311,-87.67459324,POINT (-87.67459324 41.940531099)
12256658,JD472108,12/28/20 19:50,031XX W ROOSEVELT RD,0890,THEFT,FROM BUILDING,OTHER (SPECIFY),FALSE,FALSE,1022,010,24,29,06,1155395,1894538,2020,1/4/21 15:40,41.86641507,-87.70500414,POINT (-87.705004143 41.86641507)
12256034,JD472032,12/28/20 19:48,025XX W CULLOM AVE,2820,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,FALSE,FALSE,1911,019,47,5,08A,1158476,1928470,2020,1/4/21 15:40,41.9594647,-87.69276311,POINT (-87.692763114 41.959464704)
12256584,JD472537,12/28/20 19:45,002XX W 108TH ST,1320,CRIMINAL DAMAGE,TO VEHICLE,RESIDENCE,FALSE,TRUE,0513,005,34,49,14,1176630,1833323,2020,1/4/21 15:40,41.69798176,-87.62888995,POINT (-87.628889948 41.69798176)
12255974,JD472024,12/28/20 19:45,061XX N BROADWAY,0810,THEFT,OVER $500,SMALL RETAIL STORE,FALSE,FALSE,2433,024,48,77,06,1167183,1941083,2020,1/4/21 15:40,41.99389209,-87.66038822,POINT (-87.660388215 41.993892087)
12255972,JD472010,12/28/20 19:45,058XX W WASHINGTON BLVD,033A,ROBBERY,ATTEMPT ARMED - HANDGUN,ALLEY,FALSE,FALSE,1512,015,29,25,03,1137472,1900154,2020,1/4/21 15:40,41.88216727,-87.77066694,POINT (-87.770666937 41.882167271)
12256525,JD472338,12/28/20 19:43,033XX W CHICAGO AVE,031A,ROBBERY,ARMED - HANDGUN,STREET,FALSE,FALSE,1121,011,27,23,03,1153740,1905130,2020,1/4/21 15:40,41.89551369,-87.71079778,POINT (-87.710797781 41.895513691)
12255970,JD471998,12/28/20 19:32,042XX W NORTH AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,CLEANING STORE,FALSE,FALSE,2534,025,26,23,14,1147894,1910297,2020,1/4/21 15:40,41.90980687,-87.73213594,POINT (-87.73213594 41.909806865)
